type,serial,LS
 Soyuz-U2 .,U15000-063,Ba LC-1/5
 Soyuz-U2,N15000-070,Ba LC-1/5
 Soyuz-U2,77044-356 66?,Ba LC-31/6
 Soyuz-U2,N15000-071,Ba LC-1/5
 Soyuz-U2 .,76024-355,Ba LC-1/5
 Soyuz-U2,N15000-072 ?,Ba LC-1/5
 Soyuz-U2,Ya15000-074,Ba LC-1/5
 Soyuz-U2,V15000-075,Ba LC-1/5
 Soyuz-U2,V15000-076,Ba LC-1/5
Atlas-H MSD,6001H,Va SLC-3E
Atlas-H MSD,6002H,Va SLC-3E
Atlas-H MSD,6003H,Va SLC-3E
Atlas-H MSD,6004H,Va SLC-3E
Atlas-H MSD,6005H,Va SLC-3E
 Titan-34D,,Va SLC-4E
 Titan-34D,,Va SLC-4E
 Titan-34D,,Va SLC-4E
Titan-34D,,Va SLC-4E
Titan-34D,,Va SLC-4E
Atlas-E SGS-2,,Va SLC-3W
Atlas-E SGS-2,,Va SLC-3W
Atlas-E SGS-2,,Va SLC-3W
Atlas-E SGS-2,,Va SLC-3W
 CZ-3,3-Y2,Xi LC-3
 CZ-3,3-Y3,Xi LC-3
 CZ-3,3-Y4,Xi LC-3
 CZ-3,3-Y5,Xi LC-3
 CZ-3,3-Y6,Xi LC-3
 CZ-3,3-Y7,Xi LC-3
 CZ-3,3-Y8,Xi LC-3
 CZ-3,3-Y10A,Xi LC-3
 CZ-3,3-Y11,Xi LC-3
 CZ-3,3-Y12,Xi LC-3
Titan-34D Transtage,,CC LC-40
Titan-34D Transtage,,CC LC-40
Titan-34D Transtage,,CC LC-40
 Titan-34D Transtage,,CC LC-40
Titan-34D Transtage,,CC LC-40
 Titan-34D Transtage,,CC LC-40
 Atlas-G Centaur-D1AR,AC- 63,CC LC-36B
 Atlas-G Centaur-D1AR,AC- 64,CC LC-36B
 Atlas-G Centaur-D1AR,AC- 65,CC LC-36B
 Atlas-G Centaur-D1AR,AC- 66,CC LC-36B
 Atlas-G Centaur-D1AR,AC- 68,CC LC-36B
Ariane-3,V-10,Ko ELA-1
Ariane-3,V-11,Ko ELA-1
Ariane-3,V-12,Ko ELA-1
Ariane-3,V-13,Ko ELA-1
Ariane-3,V-15,
Ariane-3,V-17,Ko ELA-2
Ariane-3,V-19,Ko ELA-1
Ariane-3,V-21,Ko ELA-1
Ariane-3,V-24,Ko ELA-1
Ariane-3,V-25,Ko ELA-2
Ariane-3,V-32,Ko ELA-1
Zenit-2,,Ba LC-45/
Zenit-2,,Ba LC-45/
Zenit-2,,Ba LC-45/
Zenit-2,,Ba LC-45/2
Zenit-2,,Ba LC-45/1
Zenit-2,,Ba LC-45/1
Zenit-2,,Ba LC-45/1
Zenit-2,,Ba LC-45/1
Ariane-2,V-18,
Ariane-2,V-20,Ko ELA-2
Ariane-2,V-23,Ko ELA-1
Ariane-2,V-26,Ko ELA-1
Ariane-2,V-28,Ko ELA-1
Ariane-2,V-30,Ko ELA-1
H-1 (9 SO),H-1 (9 SO),Ta LP-N
H-1 (9 SO),H-1 (9 SO),Ta LP-N
H-1 (9 SO),H-1 (9 SO),Ta LP-N
ASLV,,Sr
ASLV,,Sr
ASLV,,Sr
ASLV,,Sr
Ariane-44LP H10,V-22,Ko ELA-2
Ariane-44LP H10,V-27,Ko ELA-2
Ariane-44LP H10,V-29,Ko ELA-2
Ariane-44LP H10,V-33,Ko ELA-2
Ariane-44LP H10,V-38,Ko ELA-2
Ariane-44LP H10,V-42,Ko ELA-2
Ariane-44LP H10,V-60,Ko ELA-2
 Proton-K Blok-D-2,356-02,Ba LC-200/39
 Proton-K Blok-D-2,356-01,Ba LC-200/40
 Proton-K Blok-D-2,392-02,Ba LC-200/39
Titan-2(23)G,G- 1,Va SLC-4W
Titan-2(23)G,G- 2,Va SLC-4W
Titan-2(23)G,G- 3,Va SLC-4W
Titan-2(23)G,G-11,Va SLC-4W
Titan-2(23)G,G- 7,Va SLC-4W
Titan-2(23)G,G- 4,Va SLC-4W
Delta-6925,D-184,CC LC-17A
Delta-6925,D-185,CC LC-17A
Delta-6925,D-186,CC LC-17A
Delta-6925,D-188,CC LC-17A
Delta-6925,D-190,CC LC-17B
Delta-6925,D-191,CC LC-17A
Delta-6925,D-193,CC LC-17A
Delta-6925-8,D-194,CC LC-17B
Delta-6925,D-197,CC LC-17A
Delta-6925,D-198,CC LC-17B
Delta-6925,D-199,CC LC-17A
Delta-6925,D-200,CC LC-17B
Delta-6925,D-203,CC LC-17B
Delta-6925,D-212,CC LC-17A
Ariane-44L H10,V-31,Ko ELA-2
Ariane-44L H10,V-34,Ko ELA-2
Ariane-44L H10,V-36,
Ariane-44L H10,V-37,Ko ELA-2
Ariane-44L H10,V-39,Ko ELA-2
Ariane-44L H10,V-41,Ko ELA-2
Ariane-44L H10,V-45,Ko ELA-2
Ariane-44L H10,V-47,Ko ELA-2
Ariane-44L H10,V-48,Ko ELA-2
Ariane-44L H10,V-49,Ko ELA-2
Ariane-44L H10,V-51,Ko ELA-2
1 Titan-4(02)A IUS,K- 1/IUS-8,CC LC-41
2 Titan-4(02)A IUS,K- 6/IUS-6,CC LC-41
Delta-4925,D-187,CC LC-17B
Delta-4925,D-196,CC LC-17B
Delta-5920,D-189,Va SLC-2W
Commercial-Titan-3,CT-1,CC LC-40
Commercial-Titan-3,CT-3,CC LC-40
Commercial-Titan-3,CT-4,CC LC-40
Ariane-40 H10,V-35,Ko ELA-2
Ariane-40 H10,V-44,Ko ELA-2
Ariane-40 H10,V-59,Ko ELA-2
Delta-6920-8,D-192,CC LC-17B
Delta-6920-10,D-195,CC LC-17A
Delta-6920-10,D-210,CC LC-17A
Pegasus,,Ed RW04/22
Pegasus,,CC RW15/33
Pegasus,,Ed RW04/22
Pegasus,,Ed RW04/22
Atlas-E Altair-3A,,Va SLC-3W
1 Titan-4(05)A,K- 4,CC LC-41
2 Titan-4(03)A,K- 5,Va SLC-4E
3 Titan-4(03)A,K- 8,Va SLC-4E
4 Titan-4(04)A,K- 3,Va SLC-4E
6 Titan-4(04)A,K-15,Va SLC-4E
7 Titan-4(03)A,K-22,Va SLC-4E
8 Titan-4(05)A,K- 2,CC LC-40
9 Titan-4(04)A,K-13,Va SLC-4E
 10 Titan-4(03)A,A-18,Va SLC-4E
 CZ-2E [Star-63F],2E-Y3,Xi LC-2
 CZ-2E [Star-63F],2E-Y5,Xi LC-2
 CZ-2E [EPKM],2E-Y7,Xi LC-2
 CZ-2E [EPKM],2E-Y8,Xi LC-2
 Atlas-1,AC- 69,CC LC-36B
 Atlas-1,AC- 72,CC LC-36B
 Atlas-1,AC- 75,CC LC-36B
 Atlas-1,AC- 73,CC LC-36B
 Atlas-1,AC- 76,CC LC-36B
 Atlas-1,AC- 77,CC LC-36B
 Atlas-1,AC- 78,CC LC-36B
 Atlas-1,AC- 79,CC LC-36B
Ariane-42P H10,V-40,Ko ELA-2
Ariane-42P H10,V-52,Ko ELA-2
Delta-7925,D-201,CC LC-17A
Delta-7925,D-202,CC LC-17B
Delta-7925,D-204,CC LC-17B
Delta-7925,D-205,CC LC-17B
Delta-7925,D-206,CC LC-17A
Delta-7925,D-207,CC LC-17B
Delta-7925,D-208,CC LC-17B
Delta-7925-8,D-209,CC LC-17B
Delta-7925,D-211,CC LC-17B
Delta-7925,D-213,CC LC-17B
Delta-7925,D-214,CC LC-17A
Delta-7925,D-215,CC LC-17B
Delta-7925,D-216,CC LC-17A
Delta-7925,D-217,CC LC-17B
Delta-7925,D-218,CC LC-17A
Delta-7925,D-219,CC LC-17A
Delta-7925,D-220,CC LC-17A
Delta-7925,D-221,CC LC-17A
Delta-7925,D-222,CC LC-17B
Delta-7925,D-223,CC LC-17B
Delta-7925,D-224,CC LC-17A
Delta-7925-8,D-225,CC LC-17B
Delta-7925,D-226,CC LC-17A
Delta-7925-10,D-227,CC LC-17B
Delta-7925,D-231,CC LC-17B
Delta-7925-8,D-232,CC LC-17B
Delta-7925-10,D-233,Va SLC-2W
Delta-7925,D-234,CC LC-17B
Delta-7925,D-236,CC LC-17B
Delta-7925,D-237,CC LC-17A
Delta-7925,D-238,CC LC-17A
Delta-7925,D-239,CC LC-17A
Delta-7925,D-240,CC LC-17B
Delta-7925,D-243,CC LC-17A
Delta-7925,D-245,CC LC-17A
Delta-7925,D-249,CC LC-17A
Delta-7925,D-252,CC LC-17B
Delta-7925,D-258,CC LC-17A
Delta-7925,D-263,CC SLC-17B
Delta-7925,D-275,CC SLC-17A
Delta-7925,D-278,CC SLC-17A
Delta-7925,D-279,CC SLC-17A
Delta-7925,D-281,CC SLC-17A
Delta-7925,D-283,CC SLC-17A
Delta-7925,D-284,CC SLC-17A
Delta-7925,D-285,CC SLC-17B
Delta-7925,D-295,CC SLC-17B
Delta-7925,D-297,CC SLC-17A
Delta-7925,D-298,CC SLC-17A
Delta-7925,D-302,CC SLC-17A
Delta-7925,D-303,CC SLC-17B
Delta-7925,D-305,CC SLC-17B
Delta-7925,D-308,CC SLC-17B
Delta-7925,D-311,CC SLC-17B
Delta-7925,D-313,CC SLC-17A
Delta-7925,D-316,CC SLC-17A
Delta-7925,D-318,CC SLC-17A
Delta-7925-10L,D-319,CC SLC-17B
Delta-7925,D-321,CC SLC-17A
Delta-7925-10C,D-323,CC SLC-17B
Delta-7925,D-325,CC SLC-17A
Delta-7925,D-328,CC SLC-17A
Delta-7925,D-331,CC SLC-17A
Delta-7925,D-332,CC SLC-17A
Delta-7925-10L,D-339,CC SLC-17B
Delta-7925,D-340,CC SLC-17A
Delta-7925,D-343,CC SLC-17A
Ariane-44P H10,V-43,Ko ELA-2
Ariane-44P H10,V-46,Ko ELA-2
Pegasus HAPS,,
Pegasus HAPS,,
 Atlas-2,AC-102,CC LC-36B
 Atlas-2,AC-101,CC LC-36A
 Atlas-2,AC-103,CC LC-36A
 Atlas-2,AC-104,CC LC-36A
 Atlas-2,AC-106,CC LC-36A
 Atlas-2,AC-112,CC LC-36A
 Atlas-2,AC-116,CC LC-36A
 Atlas-2,AC-119,CC LC-36A
 Atlas-2,AC-125,CC LC-36A
 Atlas-2,AC-132,CC SLC-36A
Ariane-44L H10+,V-50,Ko ELA-2
Ariane-44L H10+,V-58,Ko ELA-2
Ariane-44L H10+,V-62,Ko ELA-2
Ariane-44L H10+,V-65,Ko ELA-2
Ariane-44L H10+,V-68,Ko ELA-2
 Atlas-2A,AC-105,CC LC-36B
 Atlas-2A,AC-107,CC LC-36A
 Atlas-2A,AC-110,CC LC-36A
 Atlas-2A,AC-114,CC LC-36A
 Atlas-2A,AC-118,CC LC-36A
 Atlas-2A,AC-120,CC LC-36A
 Atlas-2A,AC-122,CC LC-36A
 Atlas-2A,AC-123,CC LC-36B
 Atlas-2A,AC-124,CC LC-36A
 Atlas-2A,AC-129,CC LC-36B
 Atlas-2A,AC-128,CC LC-36A
 Atlas-2A,AC-131,CC LC-36A
 Atlas-2A,AC-109,CC SLC-36A
 Atlas-2A,AC-134,CC SLC-36B
 Atlas-2A,AC-130,CC SLC-36A
 Atlas-2A,AC-136,CC SLC-36B
 Atlas-2A,AC-138,CC SLC-36A
 Atlas-2A,AC-137,CC SLC-36A
 Atlas-2A,AC-139,CC SLC-36A
 Atlas-2A,AC-140,CC SLC-36A
 Atlas-2A,AC-142,CC SLC-36A
 Atlas-2A,AC-143,CC SLC-36A
 Atlas-2A,AC-144,CC SLC-36A
 CZ-2D,2D-Y1,Jq LC-2/138
 CZ-2D,2D-Y2,Jq LC-2/138
 CZ-2D,2D-Y3,Jq LC-2/138
Ariane-44LP H10+,V-53,Ko ELA-2
Ariane-44LP H10+,V-61,Ko ELA-2
Ariane-44LP H10+,V-63,
Ariane-44LP H10+,V-64,Ko ELA-2
Ariane-44LP H10+,V-66,Ko ELA-2
Ariane-44LP H10+,V-71,Ko ELA-2
Ariane-42P H10+,V-54,Ko ELA-2
Ariane-42P H10+,V-55,Ko ELA-2
Ariane-42P H10+,V-57,Ko ELA-2
Ariane-42P H10+,V-69,Ko ELA-2
Ariane-42L H10,V-56,Ko ELA-2
PSLV-G (1),,Sr FLP
PSLV-G (1),,Sr FLP
PSLV-G (1),,Sr FLP
Titan-2(23)G Star-37XFP-ISS,G-12,Va SLC-4W
Titan-2(23)G Star-37XFP-ISS,G- 8,Va SLC-4W
Titan-2(23)G Star-37XFP-ISS,G-13,Va SLC-4W
Titan-2(23)G Star-37XFP-ISS,G-14,Va SLC-4W
Titan-2(23)G Star-37XFP-ISS,G- 9,Va SLC-4W
 Atlas-2AS,AC-108,CC LC-36B
 Atlas-2AS,AC-111,CC LC-36B
 Atlas-2AS,AC-113,CC LC-36B
 Atlas-2AS,AC-115,CC LC-36B
 Atlas-2AS,AC-117,CC LC-36B
 Atlas-2AS,AC-121,CC LC-36B
 Atlas-2AS,AC-126,CC LC-36B
 Atlas-2AS,AC-127,CC LC-36B
 Atlas-2AS,AC-133,CC LC-36B
 Atlas-2AS,AC-146,CC LC-36A
 Atlas-2AS,AC-135,CC LC-36B
 Atlas-2AS,AC-149,CC LC-36B
 Atlas-2AS,AC-151,CC SLC-36B
 Atlas-2AS,AC-153,CC SLC-36B
 Atlas-2AS,AC-152,CC SLC-36A
 Atlas-2AS,AC-154,CC SLC-36A
 Atlas-2AS,AC-155,CC SLC-36A
 Atlas-2AS,AC-141,Va SLC-3E
 Atlas-2AS,AC-158,CC SLC-36B
 Atlas-2AS,AC-161,CC SLC-36B
 Atlas-2AS,AC-157,CC SLC-36A
 Atlas-2AS,AC-156,CC SLC-36B
 Atlas-2AS,AC-160,Va SLC-3E
 Atlas-2AS,AC-162,CC SLC-36B
 Atlas-2AS,AC-159,CC SLC-36A
 Atlas-2AS,AC-164,Va SLC-3E
 Atlas-2AS,AC-165,CC SLC-36A
 Atlas-2AS,AC-163,CC SLC-36A
 Atlas-2AS,AC-166,CC SLC-36B
 Atlas-2AS,AC-167,CC SLC-36A
 Proton-K Blok-DM-2M,358-02,Ba LC-81/23
 Proton-K Blok-DM-2M,377-02,Ba LC-200/39
 Proton-K Blok-DM-2M,379-02,Ba LC-200/39
 Proton-K Blok-DM-2M,382-01,Ba LC-200/39
 Proton-K Blok-DM-2M,388-02,Ba LC-81/23
 Proton-K Blok-DM-2M,399-01,Ba LC-200/39
 Proton-K Blok-DM-2M,397-01,Ba LC-200/39
 Proton-K Blok-DM-2M,394-02,Ba LC-200/39
 Proton-K Blok-DM-2M,407-01,Ba LC-200/39
 Proton-K Blok-DM-2M,409-02,Ba LC-81/23
 Proton-K Blok-DM-2M,407-02,Ba LC-81/23
 Proton-K Blok-DM-2M,410-04,Ba LC-200/39
 Proton-K Blok-DM-2M,410-06,Ba LC-200/39
 Proton-K Blok-DM-2M,410-08,Ba LC-200/39
 Proton-K Blok-DM-2M,410-10,Ba LC-200/39
1 Titan-4(01)A Centaur-T,K-10/TC-12,CC LC-40
2 Titan-4(01)A Centaur-T,K- 7/TC-10,CC LC-41
3 Titan-4(01)A Centaur-T,K- 9/TC-11,CC LC-41
4 Titan-4(01)A Centaur-T,K-23/TC-17,CC LC-40
 5 Titan-4(01)A Centaur-T,K-19/TC-8,CC LC-41
6 Titan-4(01)A Centaur-T,K-21/TC-13,CC LC-40
7 Titan-4(01)A Centaur-T,K-16/TC-15,CC LC-41
8 Titan-4(01)A Centaur-T,A-17/TC-16,CC LC-41
 CZ-3A,3A-Y1,Xi LC-2
 CZ-3A,3A-Y2,Xi LC-2
 CZ-3A,3A-Y3?,Xi LC-2
 CZ-3A,3A-Y4,Xi LC-2
 CZ-3A,3A-Y5?,Xi LC-2
 CZ-3A,3A-Y6?,Xi LC-2
 CZ-3A,3A-Y7,Xi LC-2
 CZ-3A,3A-Y8,Xi LC-2
 CZ-3A,3A-Y9,Xi LC-2
 CZ-3A,3A-Y10,Xi LC-2
 CZ-3A,3A-Y11,Xi LC-2
 CZ-3A,3A-Y12,Xi LC-2
 CZ-3A,3A-Y13,Xi LC-3
 CZ-3A,3A-Y15,Xi LC-3
 CZ-3A,3A-Y14,Xi LC-3
 CZ-3A,3A-Y20,Xi LC-3
 CZ-3A,3A-Y16,Xi LC-3
 CZ-3A,3A-Y21,Xi LC-3
 CZ-3A,3A-Y18,Xi LC-3
 CZ-3A,3A-Y19,Xi LC-3
 CZ-3A,3A-Y17,Xi LC-3
 CZ-3A,3A-Y23,Xi LC-3
 CZ-3A,3A-Y22,Xi LC-3
 CZ-3A,3A-Y24,Xi LC-2
 CZ-3A,3A-Y26,Xi LC-2
 CZ-3A,3A-Y25,Xi LC-2
 CZ-3A,3A-Y27,Xi LC-2
 Taurus-1110,T-1,Va 576E
 Taurus-1110,T-3,Va 576E
 Taurus-1110,T-5,Va 576E
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,
Pegasus-XL,,Ga RW03/21
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,CC RW13/31
Pegasus-XL,,CC RW13/31
Pegasus-XL,,CC RW13/31
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Va RW30/12
Pegasus-XL,,Kw RW06/24
Pegasus-XL,,Kw RW06/24
Pegasus-XL,,Kw RW06/24
Pegasus-XL,,Va RW30/12
Pegasus-XL,,CC RW13/31
Pegasus-XL,,CC RW13/31
Pegasus-XL,,Va RW30/12
Ariane-42L H10+,V-67,Ko ELA-2
Ariane-42P H10-3,V-70,
Ariane-42P H10-3,V-74,Ko ELA-2
Ariane-42P H10-3,V-85,Ko ELA-2
Ariane-42P H10-3,V-91,Ko ELA-2
Ariane-42P H10-3,V-106,Ko ELA-2
Ariane-42P H10-3,V-117,Ko ELA-2
Ariane-42P H10-3,V-118,Ko ELA-2
Ariane-42P H10-3,V-120,Ko ELA-2
Ariane-42P H10-3,V-151,Ko ELA-2
 Rokot-K,,Ba LC-175/58
Pegasus-H,,Va RW30/12
Pegasus-H,,Va RW30/12
Pegasus-H,,CC RW13/31
Pegasus-H,,Kw RW06/24
Ariane-40 H10+,V-72,Ko ELA-2
Ariane-44LP H10-3,V-73,Ko ELA-2
Ariane-44LP H10-3,V-84,Ko ELA-2
Ariane-44LP H10-3,V-95,Ko ELA-2
Ariane-44LP H10-3,V-99,Ko ELA-2
Ariane-44LP H10-3,V-105,Ko ELA-2
Ariane-44LP H10-3,V-110,Ko ELA-2
Ariane-44LP H10-3,V-121,Ko ELA-2
Ariane-44LP H10-3,V-122,Ko ELA-2
Ariane-44LP H10-3,V-123,Ko ELA-2
Ariane-44LP H10-3,V-127,Ko ELA-2
Ariane-44LP H10-3,V-131,Ko ELA-2
Ariane-44LP H10-3,V-134,Ko ELA-2
Ariane-44LP H10-3,V-146,Ko ELA-2
Ariane-40 H10-3,V-75,Ko ELA-2
Ariane-40 H10-3,V-107,Ko ELA-2
Ariane-40 H10-3,V-124,Ko ELA-2
Ariane-42L H10-3,V-76,Ko ELA-2
Ariane-42L H10-3,V-78,Ko ELA-2
Ariane-42L H10-3,V-79,Ko ELA-2
Ariane-42L H10-3,V-100,Ko ELA-2
Ariane-42L H10-3,V-104,Ko ELA-2
Ariane-42L H10-3,V-114,Ko ELA-2
Ariane-42L H10-3,V-115,Ko ELA-2
Ariane-42L H10-3,V-126,Ko ELA-2
Ariane-42L H10-3,V-129,Ko ELA-2
Ariane-42L H10-3,V-133,Ko ELA-2
Ariane-42L H10-3,V-147,Ko ELA-2
LLV-1 (Athena-1),LLV-1 (Athena-1),Va SLC-6
 LMLV-1 (Athena-1),LM-2,Va SLC-6
 Athena-1,LM-6,CC SLC-46
 Athena-1,LM-1,Kd LP-1
Ariane-44P H10-3,V-77,Ko ELA-2
Ariane-44P H10-3,V-80,Ko ELA-2
Ariane-44P H10-3,V-83,Ko ELA-2
Ariane-44P H10-3,V-87,Ko ELA-2
Ariane-44P H10-3,V-94,Ko ELA-2
Ariane-44P H10-3,V-96,Ko ELA-2
Ariane-44P H10-3,V-98,Ko ELA-2
Ariane-44P H10-3,V-103,Ko ELA-2
Ariane-44P H10-3,V-108,Ko ELA-2
Ariane-44P H10-3,V-109,Ko ELA-2
Ariane-44P H10-3,V-132,Ko ELA-2
Ariane-44P H10-3,V-137,Ko ELA-2
Ariane-44P H10-3,V-144,Ko ELA-2
 Conestoga-1620,,WI LA-0A
Delta-7920-10,D-229,Va SLC-2W
Delta-7920-10,D-230,CC LC-17A
Delta-7920-10,D-235,Va SLC-2W
Delta-7920-10C,D-242,Va SLC-2W
Delta-7920-10C,D-244,Va SLC-2W
Delta-7920-10C,D-246,Va SLC-2W
Delta-7920-8,D-247,CC LC-17A
Delta-7920-10C,D-248,Va SLC-2W
Delta-7920-10C,D-250,Va SLC-2W
Delta-7920-10C,D-251,Va SLC-2W
Delta-7920-10C,D-254,Va SLC-2W
Delta-7920-10C,D-255,Va SLC-2W
Delta-7920-10C,D-257,Va SLC-2W
Delta-7920-10C,D-260,Va SLC-2W
Delta-7920-10C,D-262,Va SLC-2W
Delta-7920-10,D-267,Va SLC-2W
Delta-7920-10C,D-268,Va SLC-2W
Delta-7920-10C,D-289,Va SLC-2W
Delta-7920-10C,D-290,Va SLC-2W
Delta-7920-10L,D-291,Va SLC-2W
Delta-7920-10C,D-304,Va SLC-2W
Delta-7920-10L,D-306,Va SLC-2W
Delta-7920-10C,D-322,Va SLC-2W
Delta-7920-10C,D-326,Va SLC-2W
Delta-7920-10C,D-341,Va SLC-2W
Delta-7920-10C,D-344,CC SLC-17B
Delta-7920-10C,D-345,Va SLC-2W
Delta-7920-10C,D-357,Va SLC-2W
Delta-7920-10C,D-378,Va SLC-2W
Ariane-44L H10-3,V-81,Ko ELA-2
Ariane-44L H10-3,V-82,Ko ELA-2
Ariane-44L H10-3,V-86,Ko ELA-2
Ariane-44L H10-3,V-89,Ko ELA-2
Ariane-44L H10-3,V-90,Ko ELA-2
Ariane-44L H10-3,V-92,Ko ELA-2
Ariane-44L H10-3,V-93,Ko ELA-2
Ariane-44L H10-3,V-97,Ko ELA-2
Ariane-44L H10-3,V-102,Ko ELA-2
Ariane-44L H10-3,V-111,Ko ELA-2
Ariane-44L H10-3,V-113,Ko ELA-2
Ariane-44L H10-3,V-116,Ko ELA-2
Ariane-44L H10-3,V-125,Ko ELA-2
Ariane-44L H10-3,V-136,Ko ELA-2
Ariane-44L H10-3,V-139,Ko ELA-2
Ariane-44L H10-3,V-141,Ko ELA-2
Ariane-44L H10-3,V-143,Ko ELA-2
Ariane-44L H10-3,V-148,Ko ELA-2
Ariane-44L H10-3,V-149,Ko ELA-2
Ariane-44L H10-3,V-150,Ko ELA-2
Ariane-44L H10-3,V-152,Ko ELA-2
Ariane-44L H10-3,V-154,Ko ELA-2
Ariane-44L H10-3,V-156,Ko ELA-2
Ariane-44L H10-3,V-159,Ko ELA-2
 CZ-3B,3B-Y2,Xi LC-2
 CZ-3B,3B-Y3,Xi LC-2
 CZ-3B,3B-Y5,Xi LC-2
 CZ-3B,3B-Y4,Xi LC-2
 CZ-3B,3B-Y6,Xi LC-2
 CZ-3B,3B-Y7,Xi LC-2
 CZ-3B,3B-Y10,Xi LC-2
 CZ-3B,3B-Y11,Xi LC-2
 Proton-K Blok-DM3,390-01,Ba LC-81/23
 Proton-K Blok-DM3,387-02,Ba LC-81/23
 Proton-K Blok-DM3,382-02,Ba LC-81/23
 Proton-K Blok-DM3,394-01,Ba LC-81/23
 Proton-K Blok-DM3,393-02,Ba LC-81/23
 Proton-K Blok-DM3,383-01,Ba LC-81/23
 Proton-K Blok-DM3,395-02,Ba LC-81/23
 Proton-K Blok-DM3,396-01,Ba LC-81/23
 Proton-K Blok-DM3,388-01,Ba LC-81/23
 Proton-K Blok-DM3,396-02,Ba LC-81/23
 Proton-K Blok-DM3,397-02,Ba LC-81/23
 Proton-K Blok-DM3,398-02,Ba LC-81/23
 Proton-K Blok-DM3,399-02,Ba LC-81/23
 Proton-K Blok-DM3,400-01,Ba LC-81/24
 Proton-K Blok-DM3,401-01,Ba LC-81/23
 Proton-K Blok-DM3,401-01,Ba LC-81/23
 Proton-K Blok-DM3,402-01,Ba LC-81/23
 Proton-K Blok-DM3,402-02,Ba LC-81/23
 Proton-K Blok-DM3,403-01,Ba LC-81/23
 Proton-K Blok-DM3,403-02,Ba LC-81/23
 Proton-K Blok-DM3,406-01,Ba LC-81/23
 Proton-K Blok-DM3,404-02,Ba LC-81/24
 Proton-K Blok-DM3,406-02,Ba LC-81/23
 Proton-K Blok-DM3,408-02,Ba LC-81/23
 Proton-K Blok-DM3 ?,410-12,Ba LC-200/39
,V-112 / 503,Ko ELA-3
 Proton-K Blok-DM1,375-01,Ba LC-81/23
 M-5-1,M-5-1,Ka LP-M
 M-5-3,M-5-3,Ka LP-M
 M-5-4,M-5-4,Ka LP-M
1 Titan-4(02)B IUS,B-24/IUS-4,CC LC-40
Titan-2(23)G Star-37S-ISS,G- 6,Va SLC-4W
 Proton-K Blok-DM4,380-02,Ba LC-81/23
 Proton-K Blok-DM-5,380-01,Ba LC-200/39
 Proton-K Blok-DM-5,,Ba LC-81/24
 Proton-K Blok-DM2,390-02,Ba LC-81/23
 Proton-K Blok-DM2,391-01,Ba LC-81/23
 Proton-K Blok-DM2,391-02,Ba LC-81/23
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
 CZ-2C (2) SD,CZ-2C (2) SD,TY LC-7
PSLV-G (2),,Sr FLP
PSLV-G (2),,Sr FLP
PSLV-G (2),,Sr FLP
1 Titan-4(01)B Centaur-T,B-33/TC-21,CC LC-40
2 Titan-4(01)B Centaur-T,B-25/TC-18,CC LC-40
4 Titan-4(01)B Centaur-T,B-41/TC-22,CC SLC-40
5 Titan-4(01)B Centaur-T,B-38/TC-19,CC SLC-40
6 Titan-4(01)B Centaur-T,B-35/TC-23,CC SLC-40
7 Titan-4(01)B Centaur-T,B-36/TC-20,CC SLC-40
F% Al VLS,VLS-1,
Pegasus-XL HAPS,,
Pegasus-XL HAPS,,
Pegasus-XL HAPS,,
Pegasus-XL HAPS,,Va RW30/12
Pegasus-XL HAPS,,
Pegasus-XL HAPS,,Va RW30/12
 Athena-2,LM-4,CC SLC-46
 Athena-2,LM-5,Va SLC-6
 Athena-2,LM-7,Va SLC-6
 Taurus-2210,T-2,Va 576E
Delta-7420-10C,D-253,CC LC-17A
Delta-7420-10C,D-256,CC LC-17A
Delta-7420-10C,D-270,CC SLC-17B
Delta-7420-10C,D-272,CC SLC-17B
Delta-7420-10C,D-273,CC SLC-17A
Delta-7420-10C,D-274,CC SLC-17B
Delta-7420-10C,D-276,CC SLC-17B
Delta-7420-10C,D-314,Va SLC-2W
Delta-7420-10C,D-324,Va SLC-2W
Delta-7420-10C,D-330,Va SLC-2W
Delta-7420-10C,D-335,Va SLC-2W
Delta-7420-10C,D-336,Va SLC-2W
Delta-7420-10C,D-350,Va SLC-2W
Delta-7420-10C,D-381,Va SLC-2W
Delta-8930,D-269,
Delta-8930,D-280,CC SLC-17B
Delta-7326,D-261,CC SLC-17A
Delta-7326,D-277,Va SLC-2W
Delta-7326,D-287,CC SLC-17A
